row-id,reference,council-tax-band,amount,geography,organisation,documentation-url_en,documentation-url_cy,council-tax-rate,start-date,end-date
511,108,council-tax-band-i,4516.02,W06000012,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:108,2020-04-06,2021-04-05
512,109,council-tax-band-a,1241.42,W06000013,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:109,2020-04-06,2021-04-05
513,110,council-tax-band-b,1448.33,W06000013,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:110,2020-04-06,2021-04-05
514,111,council-tax-band-c,1655.23,W06000013,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:111,2020-04-06,2021-04-05
515,112,council-tax-band-d,1862.14,W06000013,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:112,2020-04-06,2021-04-05
516,113,council-tax-band-e,2275.94,W06000013,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:113,2020-04-06,2021-04-05
517,114,council-tax-band-f,2689.75,W06000013,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:114,2020-04-06,2021-04-05
518,115,council-tax-band-g,3103.56,W06000013,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:115,2020-04-06,2021-04-05
519,116,council-tax-band-h,3724.27,W06000013,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:116,2020-04-06,2021-04-05
520,117,council-tax-band-i,4344.98,W06000013,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:117,2020-04-06,2021-04-05
521,118,council-tax-band-a,1086.08,W06000014,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:118,2020-04-06,2021-04-05
522,119,council-tax-band-b,1267.10,W06000014,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:119,2020-04-06,2021-04-05
523,120,council-tax-band-c,1448.11,W06000014,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:120,2020-04-06,2021-04-05
524,121,council-tax-band-d,1629.12,W06000014,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:121,2020-04-06,2021-04-05
525,122,council-tax-band-e,1991.15,W06000014,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:122,2020-04-06,2021-04-05
526,123,council-tax-band-f,2353.18,W06000014,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:123,2020-04-06,2021-04-05
527,124,council-tax-band-g,2715.21,W06000014,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:124,2020-04-06,2021-04-05
528,125,council-tax-band-h,3258.25,W06000014,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:125,2020-04-06,2021-04-05
529,126,council-tax-band-i,3801.29,W06000014,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:126,2020-04-06,2021-04-05
530,127,council-tax-band-a,1199.22,W06000016,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:127,2020-04-06,2021-04-05
531,128,council-tax-band-b,1399.09,W06000016,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:128,2020-04-06,2021-04-05
532,129,council-tax-band-c,1598.96,W06000016,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:129,2020-04-06,2021-04-05
533,130,council-tax-band-d,1798.83,W06000016,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:130,2020-04-06,2021-04-05
534,131,council-tax-band-e,2198.56,W06000016,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:131,2020-04-06,2021-04-05
535,132,council-tax-band-f,2598.30,W06000016,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:132,2020-04-06,2021-04-05
536,133,council-tax-band-g,2998.04,W06000016,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:133,2020-04-06,2021-04-05
537,134,council-tax-band-h,3597.65,W06000016,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:134,2020-04-06,2021-04-05
538,135,council-tax-band-i,4197.26,W06000016,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:135,2020-04-06,2021-04-05
539,136,council-tax-band-a,1295.79,W06000024,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:136,2020-04-06,2021-04-05
540,137,council-tax-band-b,1511.76,W06000024,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:137,2020-04-06,2021-04-05
541,138,council-tax-band-c,1727.72,W06000024,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:138,2020-04-06,2021-04-05
542,139,council-tax-band-d,1943.69,W06000024,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:139,2020-04-06,2021-04-05
543,140,council-tax-band-e,2375.62,W06000024,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:140,2020-04-06,2021-04-05
544,141,council-tax-band-f,2807.55,W06000024,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:141,2020-04-06,2021-04-05
545,142,council-tax-band-g,3239.48,W06000024,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:142,2020-04-06,2021-04-05
546,143,council-tax-band-h,3887.37,W06000024,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:143,2020-04-06,2021-04-05
547,144,council-tax-band-i,4535.27,W06000024,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:144,2020-04-06,2021-04-05
548,145,council-tax-band-a,980.87,W06000018,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:145,2020-04-06,2021-04-05
549,146,council-tax-band-b,1144.35,W06000018,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:146,2020-04-06,2021-04-05
550,147,council-tax-band-c,1307.83,W06000018,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:147,2020-04-06,2021-04-05
551,148,council-tax-band-d,1471.31,W06000018,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:148,2020-04-06,2021-04-05
552,149,council-tax-band-e,1798.27,W06000018,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:149,2020-04-06,2021-04-05
553,150,council-tax-band-f,2125.23,W06000018,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:150,2020-04-06,2021-04-05
554,151,council-tax-band-g,2452.18,W06000018,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:151,2020-04-06,2021-04-05
555,152,council-tax-band-h,2942.62,W06000018,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:152,2020-04-06,2021-04-05
556,153,council-tax-band-i,3433.06,W06000018,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:153,2020-04-06,2021-04-05
557,154,council-tax-band-a,1339.53,W06000019,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:154,2020-04-06,2021-04-05
558,155,council-tax-band-b,1562.78,W06000019,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:155,2020-04-06,2021-04-05
559,156,council-tax-band-c,1786.04,W06000019,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:156,2020-04-06,2021-04-05
560,157,council-tax-band-d,2009.29,W06000019,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:157,2020-04-06,2021-04-05
561,158,council-tax-band-e,2455.80,W06000019,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:158,2020-04-06,2021-04-05
562,159,council-tax-band-f,2902.31,W06000019,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:159,2020-04-06,2021-04-05
563,160,council-tax-band-g,3348.82,W06000019,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:160,2020-04-06,2021-04-05
564,161,council-tax-band-h,4018.58,W06000019,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:161,2020-04-06,2021-04-05
565,162,council-tax-band-i,4688.34,W06000019,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:162,2020-04-06,2021-04-05
566,163,council-tax-band-a,1126.55,W06000020,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:163,2020-04-06,2021-04-05
567,164,council-tax-band-b,1314.31,W06000020,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:164,2020-04-06,2021-04-05
568,165,council-tax-band-c,1502.07,W06000020,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:165,2020-04-06,2021-04-05
569,166,council-tax-band-d,1689.83,W06000020,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:166,2020-04-06,2021-04-05
570,167,council-tax-band-e,2065.35,W06000020,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:167,2020-04-06,2021-04-05
571,168,council-tax-band-f,2440.87,W06000020,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:168,2020-04-06,2021-04-05
572,169,council-tax-band-g,2816.38,W06000020,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:169,2020-04-06,2021-04-05
573,170,council-tax-band-h,3379.66,W06000020,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:170,2020-04-06,2021-04-05
574,171,council-tax-band-i,3942.94,W06000020,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:171,2020-04-06,2021-04-05
575,172,council-tax-band-a,1144.96,W06000021,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:172,2020-04-06,2021-04-05
576,173,council-tax-band-b,1335.79,W06000021,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:173,2020-04-06,2021-04-05
577,174,council-tax-band-c,1526.61,W06000021,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:174,2020-04-06,2021-04-05
578,175,council-tax-band-d,1717.44,W06000021,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:175,2020-04-06,2021-04-05
602,176,council-tax-band-e,2099.09,W06000021,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:176,2020-04-06,2021-04-05
603,177,council-tax-band-f,2480.75,W06000021,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:177,2020-04-06,2021-04-05
604,178,council-tax-band-g,2862.40,W06000021,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:178,2020-04-06,2021-04-05
605,179,council-tax-band-h,3434.88,W06000021,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:179,2020-04-06,2021-04-05
606,180,council-tax-band-i,4007.36,W06000021,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:180,2020-04-06,2021-04-05
607,181,council-tax-band-a,985.18,W06000022,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:181,2020-04-06,2021-04-05
608,182,council-tax-band-b,1149.38,W06000022,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:182,2020-04-06,2021-04-05
609,183,council-tax-band-c,1313.57,W06000022,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:183,2020-04-06,2021-04-05
610,184,council-tax-band-d,1477.77,W06000022,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:184,2020-04-06,2021-04-05
611,185,council-tax-band-e,1806.16,W06000022,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:185,2020-04-06,2021-04-05
612,186,council-tax-band-f,2134.56,W06000022,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:186,2020-04-06,2021-04-05
613,187,council-tax-band-g,2462.95,W06000022,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:187,2020-04-06,2021-04-05
614,188,council-tax-band-h,2955.54,W06000022,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:188,2020-04-06,2021-04-05
615,189,council-tax-band-i,3448.13,W06000022,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:189,2020-04-06,2021-04-05
616,190,council-tax-band-a,1027.54,W06000015,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:190,2020-04-06,2021-04-05
617,191,council-tax-band-b,1198.80,W06000015,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:191,2020-04-06,2021-04-05
618,192,council-tax-band-c,1370.06,W06000015,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:192,2020-04-06,2021-04-05
619,193,council-tax-band-d,1541.32,W06000015,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:193,2020-04-06,2021-04-05
620,194,council-tax-band-e,1883.83,W06000015,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:194,2020-04-06,2021-04-05
621,195,council-tax-band-f,2226.35,W06000015,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:195,2020-04-06,2021-04-05
622,196,council-tax-band-g,2568.86,W06000015,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:196,2020-04-06,2021-04-05
623,197,council-tax-band-h,3082.63,W06000015,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:197,2020-04-06,2021-04-05
624,198,council-tax-band-i,3596.40,W06000015,,https://gov.wales/council-tax-levels-april-2020-march-2021,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2020-i-fawrth-2021,council-tax-rate:198,2020-04-06,2021-04-05
625,1,council-tax-band:a,1048.21,W06000001,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:1,2019-04-06,2020-04-05
626,2,council-tax-band:b,1222.92,W06000001,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:2,2019-04-06,2020-04-05
627,3,council-tax-band:c,1397.62,W06000001,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:3,2019-04-06,2020-04-05
628,4,council-tax-band:d,1572.32,W06000001,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:4,2019-04-06,2020-04-05
629,5,council-tax-band:e,1921.72,W06000001,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:5,2019-04-06,2020-04-05
630,6,council-tax-band:f,2271.13,W06000001,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:6,2019-04-06,2020-04-05
631,7,council-tax-band:g,2620.53,W06000001,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:7,2019-04-06,2020-04-05
632,8,council-tax-band:h,3144.64,W06000001,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:8,2019-04-06,2020-04-05
633,9,council-tax-band:i,3668.75,W06000001,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:9,2019-04-06,2020-04-05
634,10,council-tax-band:a,1132.97,W06000002,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:10,2019-04-06,2020-04-05
635,11,council-tax-band:b,1321.80,W06000002,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:11,2019-04-06,2020-04-05
636,12,council-tax-band:c,1510.63,W06000002,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:12,2019-04-06,2020-04-05
637,13,council-tax-band:d,1699.46,W06000002,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:13,2019-04-06,2020-04-05
638,14,council-tax-band:e,2077.12,W06000002,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:14,2019-04-06,2020-04-05
639,15,council-tax-band:f,2454.78,W06000002,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:15,2019-04-06,2020-04-05
640,16,council-tax-band:g,2832.43,W06000002,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:16,2019-04-06,2020-04-05
641,17,council-tax-band:h,3398.92,W06000002,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:17,2019-04-06,2020-04-05
642,18,council-tax-band:i,3965.41,W06000002,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:18,2019-04-06,2020-04-05
643,19,council-tax-band:a,1068.75,W06000003,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:19,2019-04-06,2020-04-05
644,20,council-tax-band:b,1246.88,W06000003,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:20,2019-04-06,2020-04-05
645,21,council-tax-band:c,1425.00,W06000003,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:21,2019-04-06,2020-04-05
646,22,council-tax-band:d,1603.13,W06000003,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:22,2019-04-06,2020-04-05
647,23,council-tax-band:e,1959.38,W06000003,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:23,2019-04-06,2020-04-05
648,24,council-tax-band:f,2315.63,W06000003,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:24,2019-04-06,2020-04-05
649,25,council-tax-band:g,2671.88,W06000003,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:25,2019-04-06,2020-04-05
650,26,council-tax-band:h,3206.26,W06000003,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:26,2019-04-06,2020-04-05
651,27,council-tax-band:i,3740.63,W06000003,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:27,2019-04-06,2020-04-05
652,28,council-tax-band:a,1104.64,W06000004,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:28,2019-04-06,2020-04-05
